id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Weight	Height	Thickness	Length	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording
1233	Shadows for Silence in the Forests of Hell / Perfect State	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2015	Hardcover	\N	\N	\N	\N	176	English	\N	1938570065	\N	\N
1234	Shadows of Self	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2015	Hardcover	\N	6.42 inches	9.47 inches	1.23 inches	384	English	PS3619.A533 S53	0765378558	813.6	21st Century > American fiction > English (North America) > Literature
1235	Shadows of Self	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2015	Hardcover	\N	1.13 inches	9.25 inches	6.13 inches	384	English	PS3619.A533 S53	0765378558	813.6	21st Century > American fiction > English (North America) > Literature
1236	Skyward	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2018	Hardcover	1.6 pounds	6.44 inches	9.44 inches	1.69 inches	528	English	PS3619.A53	0399555773	813.6	21st Century > American fiction > English (North America) > Literature
1237	Skyward Flight: The Collection	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2022	Hardcover	2.12 pounds	9.44 inches	1.88 inches	6.44 inches	640	English	\N	0593567854	813.6	21st Century > American fiction > English (North America) > Literature
1238	Snapshot	Sanderson	Brandon	https://www.brandonsanderson.com/	Vault Books	2017	Hardcover	\N	\N	\N	\N	\N	English	PS3619.A533	9780998559902	813.6	21st Century > American fiction > English (North America) > Literature
1239	Snapshot / Dreamer	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2017	Hardcover	\N	\N	\N	\N	\N	English	PS648.F3	9781938570148	\N	\N
1240	Starsight	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2019	Hardcover	1.59 pounds	6.31 inches	9.44 inches	1.52 inches	480	English	PZ7.S19797 S	0399555811	813.6	21st Century > American fiction > English (North America) > Literature
1241	Steelheart	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2013	Hardcover	1.36 pounds	\N	\N	\N	386	English	PZ7.S19797	0385743564	813.6	21st Century > American fiction > English (North America) > Literature
1242	The Alloy of Law	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2011	Hardcover	1.1 pounds	\N	2.3 inches	1.6 inches	336	English	PS3619.A533 A79	0765330423	813.6	21st Century > American fiction > English (North America) > Literature
1243	The Bands of Mourning	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2016	Hardcover	1.18 pounds	1.12 inches	9.25 inches	6.12 inches	448	English	PS3619.A533 B36	0765378574	813.6	21st Century > American fiction > English (North America) > Literature
1244	The Dark Talent	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	\N	5.7 inches	8.3 inches	1.2 inches	304	English	PZ7.S19797 D	0765381400	\N	\N
1245	The Dark Talent	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	\N	\N	\N	\N	304	English	PZ7.S19797 D	0765381400	\N	\N
1246	The Emperor's Soul	Sanderson	Brandon	https://www.brandonsanderson.com/	Tachyon Publications	2012	Paperback	0.3 pounds	4.9 inches	7.9 inches	0.6 inches	176	English	PS3619.A533 E47	1616960922	813.6	21st Century > American fiction > English (North America) > Literature
1247	The Emperor's Soul	Sanderson	Brandon	https://www.brandonsanderson.com/	Tachyon Publications	2012	Paperback	\N	\N	2.42 inches	1.86 inches	176	English	PS3619.A533 E47	1616960922	813.6	21st Century > American fiction > English (North America) > Literature
1248	The Hero of Ages	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2008	Hardcover	\N	\N	\N	\N	\N	\N	PS3619.A533 H47	9781938570209	813.6	21st Century > American fiction > English (North America) > Literature
1249	The Hero of Ages	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2008	Hardcover	1.7 pounds	9.6 inches	1.85 inches	6.5999868 inches	576	English	PS3619.A533 H47	0765316897	813.6	21st Century > American fiction > English (North America) > Literature
1250	The Hero of Ages	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Fantasy	2009	Paperback	0.76 pounds	6.78 inches	1.23 inches	4.12 inches	784	English	PS3619.A533 H47	0765356147	813.6	21st Century > American fiction > English (North America) > Literature
1251	The Knights of Crystallia	Sanderson	Brandon	https://www.brandonsanderson.com/	Scholastic Press	2009	Hardcover	1.08 pounds	8 inches	1.03 inches	6.34 inches	336	English	PZ7.S19797 A	043992555X	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1252	The Knights of Crystallia	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	\N	5.7 inches	8.4 inches	1.1 inches	320	English	PZ7.S19797 A	0765378981	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1253	The Lost Metal	Sanderson	Brandon	https://www.brandonsanderson.com/	Macmillan USA	2022	Hardcover	1 pound	9.25 inches	0.999998 inches	6.1247909 inches	528	English	\N	0765391198	813.6	21st Century > American fiction > English (North America) > Literature
1254	The Rithmatist	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Teen	2013	Hardcover	1.28 pounds	9.52 inches	1.25 inches	6.44 inches	384	English	PZ7.S19797 R	0765320320	813.7	American fiction > English (North America) > Literature
1255	The Scrivener's Bones	Sanderson	Brandon	https://www.brandonsanderson.com/	Scholastic Press	2008	Hardcover	1.07 pounds	7.92 inches	1.08 inches	6.32 inches	336	English	PZ7.S19797 A	9780439925532	813.6	21st Century > American fiction > English (North America) > Literature
1256	The Scrivener's Bones	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	\N	5.83 inches	8.52 inches	1.27 inches	368	English	PZ7.S19797 A	0765378965	813.6	21st Century > American fiction > English (North America) > Literature
1257	The Shattered Lens	Sanderson	Brandon	https://www.brandonsanderson.com/	Scholastic Press	2010	Hardcover	1 pound	7.8 inches	1.1 inches	6 inches	304	English	PZ7.S19797 A	0439925576	813.6	21st Century > American fiction > English (North America) > Literature
1258	The Shattered Lens	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	\N	\N	\N	\N	336	English	PZ7.S19797 A	0765379007	813.6	21st Century > American fiction > English (North America) > Literature
1259	The Way of Kings	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2020	Hardcover	\N	\N	\N	\N	\N	\N	PS3619.A533	978-1-938570-22-3	813.6	21st Century > American fiction > English (North America) > Literature
1260	The Way of Kings	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2010	Hardcover	3.1 pounds	9.52 inches	2.42 inches	6.38 inches	1008	English	PS3619.A533	\N	813.6	21st Century > American fiction > English (North America) > Literature
1261	The Way of Kings	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Fantasy	2011	Paperback	1.28 pounds	4.27 inches	6.67 inches	2.01 inches	1280	English	PS3619.A533	0765365278	813.6	21st Century > American fiction > English (North America) > Literature
1262	The Well of Ascension	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2007	Hardcover	\N	\N	\N	\N	\N	\N	PS3619.A533 W45	9781938570186	813.6	21st Century > American fiction > English (North America) > Literature
1263	The Well of Ascension	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2007	Hardcover	1.7 pounds	9.65 inches	2.0499959 inches	6.5999868 inches	592	English	PS3619.A533 W45	0765316889	813.6	21st Century > American fiction > English (North America) > Literature
1264	The Well of Ascension	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Fantasy	2008	Paperback	0.82 pounds	6.89 inches	1.33 inches	4.16 inches	816	English	PS3619.A533 W45	0765356139	813.6	21st Century > American fiction > English (North America) > Literature
1265	Unfettered II	Sanderson	Brandon	https://www.brandonsanderson.com/	Grim Oak Press	2016	Hardcover	3 pounds	11 inches	3 inches	8 inches	567	English	PS648.F3 U5342	1944145052	813.6	21st Century > American fiction > English (North America) > Literature
1266	Warbreaker	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2019	Hardcover	\N	\N	\N	\N	\N	\N	PS3619.A533	9781938570216	813.6	21st Century > American fiction > English (North America) > Literature
1267	Warbreaker	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2009	Hardcover	1.93 pounds	9.2 inches	1.85 inches	6.58 inches	592	\N	PS3619.A533	0765320304	813.6	21st Century > American fiction > English (North America) > Literature
1268	Words of Radiance	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2014	Hardcover	1 pound	\N	\N	\N	1088	English	PS3619.A533	0765326361	813.6	21st Century > American fiction > English (North America) > Literature
1269	Words of Radiance	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2014	Hardcover	1 pound	\N	\N	\N	1088	English	PS3619.A533	0765326361	813.6	21st Century > American fiction > English (North America) > Literature
1270	Words of Radiance	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Fantasy	2015	Paperback	1 pound	4.2 inches	6.84 inches	2.05 inches	1328	English	PS3619.A533	0765365286	813.6	21st Century > American fiction > English (North America) > Literature
1271	A History of Japan to 1334	Sansom	George	\N	Stanford University Press	1958	Paperback	1.6 pounds	6 inches	8.9 inches	1.3 inches	528	English	DS835.S27	0804705232	952	Asia > History and Geography > Japan
1272	A History of Japan, 1334-1615	Sansom	George	\N	Stanford University Press	1961	Paperback	1.48 pounds	6.25 inches	9.25 inches	1.25 inches	478	English	DS835.S27	0804705259	952	Asia > History and Geography > Japan
1273	A History of Japan, 1615-1867	Sansom	George	\N	Stanford University Press	1963	Paperback	0.8708259349 pounds	9 inches	0.72 inches	6 inches	272	English	DS835.S27	0804705275	952	Asia > History and Geography > Japan
1274	On Web Typography	Santa Maria	Jason	\N	Adams Media	2014	Paperback	0.65 pounds	\N	\N	\N	142	English	TK5105.888	1937557073	686.22	Books: Binding, Design, Printing > Manufacture of products for specific uses, handicrafts > Printing > Technology and Application of Knowledge > Typography
1275	Designing Web Interfaces: Principles and Patterns for Rich Interactions	Scott	Bill	\N	O'Reilly Media	2009	Paperback	1.17726847908 pounds	9.19 inches	1.11 inches	7 inches	334	English	QA76.U83 S39	0596516258	5.437	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs
1301	Seveneves	Stephenson	Neal	https://nealstephenson.com/	William Morrow	2015	Hardcover	2.07 pounds	2 inches	6.4 inches	9.1 inches	880	English	PS3569.T3868 S47	0062190377	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1276	Code That Fits in Your Head : Heuristics for Software Engineering	Seemann	Mark	\N	Addison Wesley	2021	Paperback	1.4991433816 pounds	9.13 inches	0.92 inches	7 inches	406	English	QA76.D47	0137464401	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming
1277	The Invention of Hugo Cabret	Selznick	Brian	\N	Scholastic Press	2007	Hardcover	2.69 pounds	8.27 inches	2.13 inches	6.06 inches	544	English	PZ7.S4654 I	0439813786	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1278	Black Beauty	Sewell	Anna	\N	Children's Classics	1998	Hardcover	0.9 pounds	8.3 inches	0.8 inches	5.7 inches	240	English	PZ10.S38 B	0517189585	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
1279	Black Beauty	Sewell	Anna	\N	Dover Publications	1993	Paperback	0.19 pounds	\N	2.05 inches	1.29 inches	96	English	PZ10 .B5624	0486275701	303	Social Processes > Social Sciences > Social sciences
1280	Black Beauty	Sewell	Anna	\N	Playmore Inc.	1977	Paperback	0.2 pounds	5.4 inches	0.7 inches	4.3 inches	238	English	PZ10.2 .S38 B1	\N	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
1281	A Light in the Attic	Silverstein	Shel	http://shelsilverstein.com/	HarperCollins	1981	Hardcover	1.45 pounds	1 inch	7 inches	8.8 inches	176	English	PS3569.I47224 L5	0060256737	811.54	1945-1999 > 20th Century > American poetry > English (North America) > Literature
1282	Every Thing On It	Silverstein	Shel	http://shelsilverstein.com/	HarperCollins	2011	Hardcover	1.6 pounds	8.8 inches	1.1 inches	6.8 inches	208	English	PS3569.I47224 E94	0061998168	811.54	1945-1999 > 20th Century > American poetry > English (North America) > Literature
1283	Where the Sidewalk Ends: Poems and Drawings	Silverstein	Shel	http://shelsilverstein.com/	HarperCollins	1974	Hardcover	1.47 pounds	9.13 inches	0.94 inches	7.03 inches	176	English	PZ8.S5844 W	0060256672	811.54	1945-1999 > 20th Century > American poetry > English (North America) > Literature
1284	The Bad Beginning	Snicket	Lemony	http://danielhandler.com/	HarperCollins	1999	Hardcover	0.53 pounds	7.36 inches	0.74 inches	5.18 inches	162	English	PZ7.S6795 B	006075589X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1285	The Carnivorous Carnival	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2002	Hardcover	0.81 pounds	7.44 inches	1.08 inches	5.32 inches	286	English	PZ7.S6795 C	0064410129	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1286	The End	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2006	Hardcover	0.9 pounds	7.35 inches	1.31 inches	5.25 inches	368	English	PZ7.S6795 E	0064410161	813.6	21st Century > American fiction > English (North America) > Literature
1287	The Grim Grotto	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2004	Hardcover	0.9 pounds	7.1 inches	1.19 inches	5.26 inches	323	English	PZ7.S6795 G	0064410145	813.6	21st Century > American fiction > English (North America) > Literature
1288	The Hostile Hospital	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2001	Hardcover	0.74 pounds	7.5 inches	0.98 inches	5.28 inches	272	English	PZ7.S6795 H	0064408663	813.6	21st Century > American fiction > English (North America) > Literature
1289	The Miserable Mill	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2000	Hardcover	0.61 pounds	7.44 inches	0.82 inches	5.2 inches	208	English	PZ7.S6795 M	0064407691	813.6	21st Century > American fiction > English (North America) > Literature
1290	The Penultimate Peril	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2005	Hardcover	0.93 pounds	7.26 inches	1.28 inches	5.38 inches	353	English	PZ7.S6795 P	0064410153	813.6	21st Century > American fiction > English (North America) > Literature
1291	The Reptile Room	Snicket	Lemony	http://danielhandler.com/	HarperCollins	1999	Hardcover	0.6 pounds	7.1 inches	0.8 inches	5 inches	\N	English	PZ7.S6795 R	0064407675	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1292	The Slippery Slope	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2003	Hardcover	0.95 pounds	7.42 inches	1.22 inches	5.16 inches	352	English	PZ7.S6795 S	0060296410	813.6	21st Century > American fiction > English (North America) > Literature
1293	The Vile Village	Snicket	Lemony	http://danielhandler.com/	Scholastic Press	2002	Paperback	0.1 pounds	7.5 inches	0.7 inches	5.2 inches	256	English	PZ7.S6795 V	0439451299	813.6	21st Century > American fiction > English (North America) > Literature
1294	The Wide Window	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2000	Hardcover	0.64 pounds	7.24 inches	0.85 inches	5.26 inches	224	English	PZ7.S6795 W	0064407683	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1295	Permanent Record	Snowden	Edward	\N	Metropolitan Books	2019	Hardcover	\N	6.14 inches	9.25 inches	\N	352	English	JF1525.W45 S655	1250237238	327.12730092	Espionage and subversion > Foreign policy and specific topics in international relations > International Relations > North America > Political Science  > Social sciences > United States
1296	One Day in the Life of Ivan Denisovitch	Solzhenitsyn	Alexander	\N	Signet Classics	1998	Paperback	0.2 pounds	6.7 inches	0.5 inches	4.1 inches	160	English	PG3488.O4 O3313	0451523105	891.7344	Late 20th century 1917вЂ“1991 > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Russian and East Slavic languages > Russian fiction > USSR 1917вЂ“1991
1297	Beautiful Teams: Inspiring and Cautionary Tales from Veteran Team Leaders	Stellman	Andrew	\N	O'Reilly Media	2009	Paperback	1.98 pounds	1.25 inches	9.29 inches	7.09 inches	510	English	QA76.D47 B4325	0596518021	5	Computer programming, programs, data, security > Computing and Information > Information
1298	Anathem	Stephenson	Neal	https://nealstephenson.com/	Atlantic Books	2009	Paperback	1.75 pounds	7.8 inches	2.1 inches	5.1 inches	928	English	PS3569.T3868 A53	1843549174	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1299	Cryptonomicon	Stephenson	Neal	https://nealstephenson.com/	Random House	2000	Paperback	1.37 pounds	5.16 inches	7.83 inches	1.93 inches	918	English	PS3569.T3868 C79	0099410672	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1300	Quicksilver:	Stephenson	Neal	https://nealstephenson.com/	HarperTorch	2006	Paperback	0.49 pounds	6.64 inches	1.02 inches	5.18 inches	480	\N	PS3569.T3868 Q52	0060833165	813	American fiction > English (North America) > Literature
1302	Snow Crash	Stephenson	Neal	https://nealstephenson.com/	Spectra	2000	Paperback	0.81 pounds	8.22 inches	1.01 inches	5.56 inches	440	English	PS3569.T3868	0553380958	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1303	Bartimaeus: The Ring of Solomon	Stroud	Jonathan	http://jonathanstroud.com/	Hyperion Book CH	2010	Hardcover	1.29 pounds	5.5 inches	8.25 inches	\N	416	English	PZ7.S92475 R	1423123727	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1304	Buried Fire	Stroud	Jonathan	http://jonathanstroud.com/	Corgi	2003	Paperback	0.44 pounds	7.56 inches	0.87 inches	5.04 inches	304	\N	PZ7.S92475 B	0552549339	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1305	Golem's Eye	Stroud	Jonathan	http://jonathanstroud.com/	Corgi	2005	Paperback	0.66 pounds	6.85 inches	1.65 inches	4.17 inches	576	English	PZ7.S92475 G	0552552739	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1306	Heroes of the Valley	Stroud	Jonathan	http://jonathanstroud.com/	Hyperion Book CH	2009	Hardcover	1.52 pounds	8.5 inches	1.48 inches	6.32 inches	496	\N	PZ7.S92475 H	142310966X	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1307	Ptolemy's Gate	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2005	Hardcover	1.45 pounds	8.4 inches	1.6 inches	5.7 inches	512	English	PZ7.S92475 P	0786818611	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1308	Ptolemy's Gate	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2005	Hardcover	1.45 pounds	5.5 inches	8.25 inches	\N	512	English	PZ7.S92475 P	0786818611	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1309	Ptolemy's Gate	Stroud	Jonathan	http://jonathanstroud.com/	Doubleday	2005	Paperback	1.28 pounds	8.35 inches	1.57 inches	5.28 inches	528	English	PZ7.S92475 P	0385608683	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1310	Ptolemy's Gate	Stroud	Jonathan	http://jonathanstroud.com/	Miramax	2005	Hardcover	1.35 pounds	8.2 inches	1.6 inches	5.9 inches	501	English	PZ7.S92475 P	1423101162	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1311	The Amulet of Samarkand	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2003	Paperback	1.19 pounds	8.11 inches	1.18 inches	5.51 inches	464	English	PZ7.S92475 A	0786851430	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1312	The Amulet of Samarkand	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2003	Hardcover	1.44 pounds	5.5 inches	8.25 inches	\N	464	English	PZ7.S92475 A	078681859X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1313	The Creeping Shadow	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2016	Hardcover	\N	6 inches	8.63 inches	1.5 inches	464	English	PZ7.S92475 C	1484709675	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1314	The Empty Grave	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2017	Hardcover	\N	6 inches	8.5 inches	1.5 inches	437	English	PZ7.S92475 E	1484778723	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1315	The Golem's Eye	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2004	Hardcover	1.63 pounds	5.5 inches	8.25 inches	\N	576	English	PZ7.S92475 G	0786818603	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1316	The Hollow Boy	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2015	Hardcover	\N	5.88 inches	8.63 inches	1.25 inches	400	English	PZ7.S92475 H	1484709683	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1397	Shadow & Claw	Wolfe	Gene	\N	Tor Books	2021	Paperback	\N	8.25 inches	\N	5.38 inches	528	English	PS3573.O52 S53	1250781256	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1317	The Last Siege	Stroud	Jonathan	http://jonathanstroud.com/	Corgi	2004	Paperback	0.44 pounds	7.64 inches	0.87 inches	5.12 inches	261	English	PR6069.T744 S7768	0552551465	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1318	The Leap	Stroud	Jonathan	http://jonathanstroud.com/	Red Fox	2001	Paperback	0.44 pounds	7.64 inches	0.63 inches	5.04 inches	192	\N	\N	0099402858	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
1319	The Outlaws Scarlett and Browne	Stroud	Jonathan	http://jonathanstroud.com/	Knopf Books for Young Readers	2021	Hardcover	1.22 pounds	8.52 inches	1.4 inches	5.87 inches	432	English	PZ7.S92475 O	0593430360	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1320	The Screaming Staircase	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2013	Hardcover	1.28 pounds	6 inches	8.75 inches	1.33 inches	400	English	PZ7.S92475 S	1423164911	820	English literature > English {except North American} > Literature
1321	The Whispering Skull	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2014	Hardcover	\N	5.88 inches	8.63 inches	1.5 inches	448	English	PZ7.S92475 W	142316492X	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
1322	Olive Kitteridge	Strout	Elizabeth	\N	Random House	2008	Paperback	0.5 pounds	5.1 inches	8 inches	0.6 inches	336	English	PS3569.T736	0812971833	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1323	Sur's Ocean: Poems from the Early Tradition	Surdas	\N	\N	Harvard University Press	2015	Hardcover	\N	5.4 inches	8.7 inches	2.1 inches	1072	English	PK1967.S9 A2	0674427777	891.4	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages
1324	The Life of Padma, Volume 1	Svayambhudeva	\N	\N	Harvard University Press	2018	Hardcover	\N	5.24 inches	7.99 inches	0.59 inches	768	English	PK1428.S9 P313	0674660366	891.3	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Middle Indic languages
1325	Theft of a Tree	Timmana	Nandi	\N	Harvard University Press	2022	Hardcover	0.87964442538 pounds	8 inches	1.2 inches	5.8 inches	544	English	PL4780.N294 P313	067424589X	894.8271	Altaic, Finno-Ugric, Uralic and Dravidian languages > Central Dravidian languages > Dravidian literatures > Literature > Literature of other languages > Telugu > Telugu poetry
1351	The Thief	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	1996	Hardcover	0.95 pounds	6 inches	9 inches	0.81 inches	224	English	PZ7.T85565	0688146279	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1326	The Hobbit	Tolkien	J. R. R.	https://www.tolkienestate.com/	Ballantine Books	1986	Paperback	0.4 pounds	6.9 inches	1 inch	4.3 inches	320	English	PZ7.T5744 H	0345339681	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
1327	The Lord of the Rings	Tolkien	J. R. R.	https://www.tolkienestate.com/	Collins	2001	Paperback	1.7 pounds	7.6 inches	2.3 inches	5 inches	1168	English	PR6039.O32	0007123817	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
1328	The Lord of the Rings	Tolkien	J. R. R.	https://www.tolkienestate.com/	Houghton Mifflin Harcourt	1991	Hardcover	4.95 pounds	7.01 inches	10 inches	2.72 inches	1216	English	PR6039.O32	0395595118	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
1329	The Silmarillion	Tolkien	J. R. R.	https://www.tolkienestate.com/	Houghton Mifflin Harcourt	2004	Hardcover	3.44 pounds	9.98 inches	1.33 inches	7.64 inches	416	English	PR6039.O32 S5	0618391118	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
1330	Unfinished Tales: The Lost Lore of Middle-earth	Tolkien	J. R. R.	https://www.tolkienestate.com/	Del Rey	1988	Paperback	0.56 pounds	4.17 inches	6.87 inches	1.12 inches	512	English	PR6039.O32 U5	0345357116	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
1331	Anna Karenina	Tolstoy	Leo	\N	Penguin Books	1954	Paperback	1.15 pounds	7.7 inches	1.6 inches	5.1 inches	864	English	PG3366 .A6	0140440410	891.733	1800вЂ“1917 > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Russian and East Slavic languages > Russian fiction
1332	Anna Karenina	Tolstoy	Leo	\N	Simon & Brown	2011	Paperback	2.65 pounds	9 inches	2.6 inches	6 inches	1182	English	PG3366 .A6	1613821530	891.733	1800вЂ“1917 > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Russian and East Slavic languages > Russian fiction
1333	Envisioning Information	Tufte	Edward R.	https://www.edwardtufte.com/	Graphics Press	1990	Hardcover	1.9 pounds	\N	10.75 inches	8.74 inches	126	English	P93 .T84	0961392118	302.23	Communication > Media (Means of communication) > Social Interaction > Social Sciences > Social sciences
1334	Seeing with Fresh Eyes: Meaning, Space, Data, Truth	Tufte	Edward R.	https://www.edwardtufte.com/	Graphics Press	2020	Paperback	8.35 pounds	10.5 inches	1 inch	8.75 inches	176	English	QA76.I52 T84	1930824009	302.226	Communication > Kinds of communication > Social Interaction > Social Sciences > Social sciences
1335	The Visual Display of Quantitative Information	Tufte	Edward R.	https://www.edwardtufte.com/	Graphics Press	2001	Hardcover	2.2 pounds	\N	10.98 inches	9.02 inches	200	English	QA276 .T83	0961392142	1.4226	Computing and Information > Information > Knowledge > Research > Research methods > Statistical methods
1336	Visual Explanations: Images and Quantities, Evidence and Narrative	Tufte	Edward R.	https://www.edwardtufte.com/	Graphics Press	1997	Hardcover	2.35 pounds	\N	10.98 inches	9.25 inches	156	English	P93 .T846	0961392126	302.23	Communication > Media (Means of communication) > Social Interaction > Social Sciences > Social sciences
1337	The Epic of Ram, Volume 1	Tulsidas	\N	\N	Harvard University Press	2016	Hardcover	\N	8 inches	1.1 inches	5.5 inches	416	English	PK1947.T83 R313	0674425014	891.4	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages
1338	The Epic of Ram, Volume 2	Tulsidas	\N	\N	Harvard University Press	2016	Hardcover	\N	8.2 inches	1 inch	5.5 inches	416	English	PK1947.T83 R313	0674088611	891.4312	1345вЂ“1645 > Hindi poetry > Hindi, Urdu > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages
